date,home_team,away_team,home_score,away_score,tournament,city,country
2024-06-07,Nigeria,South Africa,1,1,FIFA World Cup qualification,Uyo,Nigeria
2024-06-07,Angola,Eswatini,1,0,FIFA World Cup qualification,Luanda,Angola
2024-06-07,Morocco,Zambia,2,1,FIFA World Cup qualification,Agadir,Morocco
2024-06-07,Kenya,Burundi,1,1,FIFA World Cup qualification,Lilongwe,Malawi
2024-06-07,Ivory Coast,Gabon,1,0,FIFA World Cup qualification,Korhogo,Ivory Coast
2024-06-07,Mozambique,Somalia,2,1,FIFA World Cup qualification,Maputo,Mozambique
2024-06-07,Uganda,Botswana,1,0,FIFA World Cup qualification,Kira,Uganda
2024-06-07,Madagascar,Comoros,2,1,FIFA World Cup qualification,Johannesburg,South Africa
2024-06-08,Brunei,Sri Lanka,1,0,Friendly,Bandar Seri Begawan,Brunei
2024-06-08,Latvia,Lithuania,0,2,Baltic Cup,Liepāja,Latvia
2024-06-08,Estonia,Faroe Islands,4,1,Baltic Cup,Tallinn,Estonia
2024-06-08,Belgium,Luxembourg,3,0,Friendly,Brussels,Belgium
2024-06-08,Denmark,Norway,3,1,Friendly,Brondbyvester,Denmark
2024-06-08,Hungary,Israel,3,0,Friendly,Debrecen,Hungary
2024-06-08,Mexico,Brazil,2,3,Friendly,College Station,United States
2024-06-08,Moldova,Cyprus,3,2,Friendly,Chișinău,Moldova
2024-06-08,Portugal,Croatia,1,2,Friendly,Oeiras,Portugal
2024-06-08,Slovenia,Bulgaria,1,1,Friendly,Ljubljana,Slovenia
2024-06-08,Spain,Northern Ireland,5,1,Friendly,Mallorca,Spain
2024-06-08,Sweden,Serbia,0,3,Friendly,Stockholm,Sweden
2024-06-08,Switzerland,Austria,1,1,Friendly,St. Gallen,Switzerland
2024-06-08,United States,Colombia,1,5,Friendly,Landover,United States
2024-06-08,Cameroon,Cape Verde,4,1,FIFA World Cup qualification,Yaoundé,Cameroon
2024-06-08,Gambia,Seychelles,5,1,FIFA World Cup qualification,Berkane,Morocco
2024-06-08,Cayman Islands,Antigua and Barbuda,1,0,FIFA World Cup qualification,George Town,Cayman Islands
2024-06-08,Bahamas,Trinidad and Tobago,1,7,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis
2024-06-08,Aruba,Curaçao,0,2,FIFA World Cup qualification,Oranjestad,Aruba
2024-06-08,Belize,Nicaragua,0,4,FIFA World Cup qualification,Belmopan,Belize
2024-06-08,British Virgin Islands,Guatemala,0,3,FIFA World Cup qualification,Road Town,British Virgin Islands
2024-06-08,Anguilla,Suriname,0,4,FIFA World Cup qualification,The Valley,Anguilla
2024-06-09,Argentina,Ecuador,1,0,Friendly,Chicago,United States
2024-06-09,France,Canada,0,0,Friendly,Bordeaux,France
2024-06-09,Italy,Bosnia and Herzegovina,1,0,Friendly,Empoli,Italy
2024-06-09,Montenegro,Georgia,1,3,Friendly,Podgorica,Montenegro
2024-06-09,Slovakia,Wales,4,0,Friendly,Trnava,Slovakia
2024-06-09,Djibouti,Ethiopia,1,1,FIFA World Cup qualification,El Jadida,Morocco
2024-06-09,Mauritania,Senegal,0,1,FIFA World Cup qualification,Nouakchott,Mauritania
2024-06-09,DR Congo,Togo,1,0,FIFA World Cup qualification,Kinshasa,DR Congo
2024-06-09,São Tomé and Príncipe,Liberia,0,1,FIFA World Cup qualification,Oujda,Morocco
2024-06-09,Namibia,Tunisia,0,0,FIFA World Cup qualification,Johannesburg,South Africa
2024-06-09,Bermuda,Honduras,1,6,FIFA World Cup qualification,Hamilton,Bermuda
2024-06-09,Grenada,Costa Rica,0,3,FIFA World Cup qualification,St. George's,Grenada
2024-06-09,Barbados,Haiti,1,3,FIFA World Cup qualification,Bridgetown,Barbados
2024-06-09,Montserrat,Panama,1,3,FIFA World Cup qualification,Managua,Nicaragua
2024-06-09,Dominica,Jamaica,2,3,FIFA World Cup qualification,Roseau,Dominica
2024-06-09,Saint Vincent and the Grenadines,El Salvador,1,3,FIFA World Cup qualification,Paramaribo,Suriname
2024-06-10,Czech Republic,North Macedonia,2,1,Friendly,Hradec Králové,Czech Republic
2024-06-10,Netherlands,Iceland,4,0,Friendly,Rotterdam,Netherlands
2024-06-10,Poland,Turkey,2,1,Friendly,Warsaw,Poland
2024-06-10,Guinea-Bissau,Egypt,1,1,FIFA World Cup qualification,Bissau,Guinea-Bissau
2024-06-10,Burkina Faso,Sierra Leone,2,2,FIFA World Cup qualification,Bamako,Mali
2024-06-10,Benin,Nigeria,2,1,FIFA World Cup qualification,Abidjan,Ivory Coast
2024-06-10,Somalia,Botswana,1,3,FIFA World Cup qualification,Maputo,Mozambique
2024-06-10,Uganda,Algeria,1,2,FIFA World Cup qualification,Kira,Uganda
2024-06-10,Guinea,Mozambique,0,1,FIFA World Cup qualification,El Jadida,Morocco
2024-06-10,Equatorial Guinea,Malawi,1,0,FIFA World Cup qualification,Malabo,Equatorial Guinea
2024-06-10,Ghana,Central African Republic,4,3,FIFA World Cup qualification,Kumasi,Ghana
2024-06-11,Latvia,Faroe Islands,1,0,Baltic Cup,Liepāja,Latvia
2024-06-11,Lithuania,Estonia,1,1,Baltic Cup,Kaunas,Lithuania
2024-06-11,Brunei,Sri Lanka,1,0,Friendly,Bandar Seri Begawan,Brunei
2024-06-11,Andorra,Northern Ireland,0,2,Friendly,Murcia,Spain
2024-06-11,Azerbaijan,Kazakhstan,3,2,Friendly,Szombathely,Hungary
2024-06-11,Chile,Paraguay,3,0,Friendly,Santiago,Chile
2024-06-11,Greece,Malta,2,0,Friendly,Grödig,Austria
2024-06-11,Israel,Belarus,4,0,Friendly,Budapest,Hungary
2024-06-11,Moldova,Ukraine,0,4,Friendly,Chișinău,Moldova
2024-06-11,Mongolia,Cambodia,2,1,Friendly,Ulaanbaatar,Mongolia
2024-06-11,Portugal,Republic of Ireland,3,0,Friendly,Aveiro,Portugal
2024-06-11,San Marino,Cyprus,1,4,Friendly,Serravalle,San Marino
2024-06-11,South Sudan,Sudan,0,3,FIFA World Cup qualification,Juba,South Sudan
2024-06-11,Lesotho,Rwanda,0,1,FIFA World Cup qualification,Durban,South Africa
2024-06-11,South Africa,Zimbabwe,3,1,FIFA World Cup qualification,Bloemfontein,South Africa
2024-06-11,Cape Verde,Libya,1,0,FIFA World Cup qualification,Praia,Cape Verde
2024-06-11,Mauritius,Eswatini,2,1,FIFA World Cup qualification,Saint Pierre,Mauritius
2024-06-11,Angola,Cameroon,1,1,FIFA World Cup qualification,Luanda,Angola
2024-06-11,Zambia,Tanzania,0,1,FIFA World Cup qualification,Ndola,Zambia
2024-06-11,Morocco,Congo,6,0,FIFA World Cup qualification,Agadir,Morocco
2024-06-11,Kenya,Ivory Coast,0,0,FIFA World Cup qualification,Lilongwe,Malawi
2024-06-11,Gabon,Gambia,3,2,FIFA World Cup qualification,Franceville,Gabon
2024-06-11,Seychelles,Burundi,1,3,FIFA World Cup qualification,Berkane,Morocco
2024-06-11,Madagascar,Mali,0,0,FIFA World Cup qualification,Johannesburg,South Africa
2024-06-11,Chad,Comoros,0,2,FIFA World Cup qualification,Oujda,Morocco
2024-06-11,Kuwait,Afghanistan,1,0,FIFA World Cup qualification,Kuwait City,Kuwait
2024-06-11,Qatar,India,2,1,FIFA World Cup qualification,Al Rayyan,Qatar
2024-06-11,Japan,Syria,5,0,FIFA World Cup qualification,Hiroshima,Japan
2024-06-11,North Korea,Myanmar,4,1,FIFA World Cup qualification,Vientiane,Laos
2024-06-11,Thailand,Singapore,3,1,FIFA World Cup qualification,Bangkok,Thailand
2024-06-11,South Korea,China PR,1,0,FIFA World Cup qualification,Seoul,South Korea
2024-06-11,Oman,Kyrgyzstan,1,1,FIFA World Cup qualification,Muscat,Oman
2024-06-11,Malaysia,Taiwan,3,1,FIFA World Cup qualification,Kuala Lumpur,Malaysia
2024-06-11,Turkmenistan,Hong Kong,0,0,FIFA World Cup qualification,Ashgabat,Turkmenistan
2024-06-11,Iran,Uzbekistan,0,0,FIFA World Cup qualification,Tehran,Iran
2024-06-11,Indonesia,Philippines,2,0,FIFA World Cup qualification,Jakarta,Indonesia
2024-06-11,Iraq,Vietnam,3,1,FIFA World Cup qualification,Basra,Iraq
2024-06-11,Tajikistan,Pakistan,3,0,FIFA World Cup qualification,Dushanbe,Tajikistan
2024-06-11,Saudi Arabia,Jordan,1,2,FIFA World Cup qualification,Riyadh,Saudi Arabia
2024-06-11,United Arab Emirates,Bahrain,1,1,FIFA World Cup qualification,Dubai,United Arab Emirates
2024-06-11,Yemen,Nepal,2,2,FIFA World Cup qualification,Dammam,Saudi Arabia
2024-06-11,Lebanon,Bangladesh,4,0,FIFA World Cup qualification,Al Rayyan,Qatar
2024-06-11,Australia,Palestine,5,0,FIFA World Cup qualification,Perth,Australia
2024-06-11,Cuba,Cayman Islands,3,0,FIFA World Cup qualification,Santiago,Cuba
2024-06-11,Saint Kitts and Nevis,Bahamas,1,0,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis
2024-06-11,Saint Lucia,Aruba,2,2,FIFA World Cup qualification,Bridgetown,Barbados
2024-06-11,Guyana,Belize,3,1,FIFA World Cup qualification,Bridgetown,Barbados
2024-06-11,Dominican Republic,British Virgin Islands,4,0,FIFA World Cup qualification,San Cristóbal,Dominican Republic
2024-06-11,Puerto Rico,Anguilla,8,0,FIFA World Cup qualification,Bayamón,Puerto Rico
2024-06-12,Ecuador,Bolivia,3,1,Friendly,Chester,United States
2024-06-12,United States,Brazil,1,1,Friendly,Orlando,United States
2024-06-14,Germany,Scotland,5,1,UEFA Euro,Munich,Germany
2024-06-14,Argentina,Guatemala,4,1,Friendly,Landover,United States
2024-06-14,El Salvador,Peru,0,1,Friendly,Philadelphia,United States
2024-06-15,Hungary,Switzerland,1,3,UEFA Euro,Cologne,Germany
2024-06-15,Spain,Croatia,3,0,UEFA Euro,Berlin,Germany
2024-06-15,Italy,Albania,2,1,UEFA Euro,Dortmund,Germany
2024-06-15,Colombia,Bolivia,3,0,Friendly,Denver,United States
2024-06-15,Vanuatu,Solomon Islands,1,0,Oceania Nations Cup,Port Vila,Vanuatu
2024-06-16,Ecuador,Honduras,2,1,Friendly,Hartford,United States
2024-06-16,Slovenia,Denmark,1,1,UEFA Euro,Stuttgart,Germany
2024-06-16,Serbia,England,0,1,UEFA Euro,Gelsenkirchen,Germany
2024-06-16,Poland,Netherlands,1,2,UEFA Euro,Hamburg,Germany
2024-06-16,Panama,Paraguay,0,1,Friendly,Panama City,Panama
2024-06-16,Tahiti,Samoa,2,0,Oceania Nations Cup,Suva,Fiji
2024-06-16,Fiji,Papua New Guinea,5,1,Oceania Nations Cup,Suva,Fiji
2024-06-17,Austria,France,0,1,UEFA Euro,Düsseldorf,Germany
2024-06-17,Romania,Ukraine,3,0,UEFA Euro,Munich,Germany
2024-06-17,Belgium,Slovakia,0,1,UEFA Euro,Frankfurt,Germany
2024-06-18,Turkey,Georgia,3,1,UEFA Euro,Dortmund,Germany
2024-06-18,Portugal,Czech Republic,2,1,UEFA Euro,Leipzig,Germany
2024-06-18,New Zealand,Solomon Islands,3,0,Oceania Nations Cup,Port Vila,Vanuatu
2024-06-19,Germany,Hungary,2,0,UEFA Euro,Stuttgart,Germany
2024-06-19,Scotland,Switzerland,1,1,UEFA Euro,Cologne,Germany
2024-06-19,Croatia,Albania,2,2,UEFA Euro,Hamburg,Germany
2024-06-19,Papua New Guinea,Tahiti,1,1,Oceania Nations Cup,Suva,Fiji
2024-06-19,Fiji,Samoa,9,1,Oceania Nations Cup,Suva,Fiji
2024-06-20,Spain,Italy,1,0,UEFA Euro,Gelsenkirchen,Germany
2024-06-20,Slovenia,Serbia,1,1,UEFA Euro,Munich,Germany
2024-06-20,Denmark,England,1,1,UEFA Euro,Frankfurt,Germany
2024-06-20,Argentina,Canada,2,0,Copa América,Atlanta,United States
2024-06-21,Poland,Austria,1,3,UEFA Euro,Berlin,Germany
2024-06-21,Netherlands,France,0,0,UEFA Euro,Leipzig,Germany
2024-06-21,Slovakia,Ukraine,1,2,UEFA Euro,Düsseldorf,Germany
2024-06-21,Vanuatu,New Zealand,0,4,Oceania Nations Cup,Port Vila,Vanuatu
2024-06-21,Peru,Chile,0,0,Copa América,Arlington,United States
2024-06-22,Belgium,Romania,2,0,UEFA Euro,Cologne,Germany
2024-06-22,Georgia,Czech Republic,1,1,UEFA Euro,Hamburg,Germany
2024-06-22,Turkey,Portugal,0,3,UEFA Euro,Dortmund,Germany
2024-06-22,Samoa,Papua New Guinea,1,2,Oceania Nations Cup,Suva,Fiji
2024-06-22,Fiji,Tahiti,1,0,Oceania Nations Cup,Suva,Fiji
2024-06-22,Ecuador,Venezuela,1,2,Copa América,Santa Clara,United States
2024-06-22,Mexico,Jamaica,1,0,Copa América,Houston,United States
2024-06-23,Germany,Switzerland,1,1,UEFA Euro,Frankfurt,Germany
2024-06-23,Scotland,Hungary,0,1,UEFA Euro,Stuttgart,Germany
2024-06-23,United States,Bolivia,2,0,Copa América,Arlington,United States
2024-06-23,Uruguay,Panama,3,1,Copa América,Miami Gardens,United States
2024-06-24,Albania,Spain,0,1,UEFA Euro,Düsseldorf,Germany
2024-06-24,Croatia,Italy,1,1,UEFA Euro,Leipzig,Germany
2024-06-24,Colombia,Paraguay,2,1,Copa América,Houston,United States
2024-06-24,Brazil,Costa Rica,0,0,Copa América,Inglewood,United States
2024-06-25,England,Slovenia,0,0,UEFA Euro,Cologne,Germany
2024-06-25,Denmark,Serbia,0,0,UEFA Euro,Munich,Germany
2024-06-25,Netherlands,Austria,2,3,UEFA Euro,Berlin,Germany
2024-06-25,France,Poland,1,1,UEFA Euro,Dortmund,Germany
2024-06-25,Peru,Canada,0,1,Copa América,Kansas City,United States
2024-06-25,Chile,Argentina,0,1,Copa América,East Rutherford,United States
2024-06-26,Slovakia,Romania,1,1,UEFA Euro,Frankfurt,Germany
2024-06-26,Ukraine,Belgium,0,0,UEFA Euro,Stuttgart,Germany
2024-06-26,Georgia,Portugal,2,0,UEFA Euro,Gelsenkirchen,Germany
2024-06-26,Czech Republic,Turkey,1,2,UEFA Euro,Hamburg,Germany
2024-06-26,Ecuador,Jamaica,3,1,Copa América,Las Vegas,United States
2024-06-26,Venezuela,Mexico,1,0,Copa América,Inglewood,United States
2024-06-27,Vanuatu,Fiji,2,1,Oceania Nations Cup,Port Vila,Vanuatu
2024-06-27,New Zealand,Tahiti,5,0,Oceania Nations Cup,Port Vila,Vanuatu
2024-06-27,United States,Panama,1,2,Copa América,Atlanta,United States
2024-06-27,Uruguay,Bolivia,4,0,Copa América,East Rutherford,United States
2024-06-28,Colombia,Costa Rica,3,0,Copa América,Glendale,United States
2024-06-28,Paraguay,Brazil,1,4,Copa América,Las Vegas,United States
2024-06-29,Switzerland,Italy,2,0,UEFA Euro,Berlin,Germany
2024-06-29,Germany,Denmark,2,0,UEFA Euro,Dortmund,Germany
2024-06-29,Argentina,Peru,2,0,Copa América,Miami Gardens,United States
2024-06-29,Canada,Chile,0,0,Copa América,Orlando,United States
2024-06-30,England,Slovakia,2,1,UEFA Euro,Gelsenkirchen,Germany
2024-06-30,Spain,Georgia,4,1,UEFA Euro,Cologne,Germany
2024-06-30,Tahiti,Fiji,2,1,Oceania Nations Cup,Port Vila,Vanuatu
2024-06-30,Vanuatu,New Zealand,0,3,Oceania Nations Cup,Port Vila,Vanuatu
2024-06-30,Mexico,Ecuador,0,0,Copa América,Glendale,United States
2024-06-30,Jamaica,Venezuela,0,3,Copa América,Austin,United States
2024-07-01,France,Belgium,1,0,UEFA Euro,Düsseldorf,Germany
2024-07-01,Portugal,Slovenia,0,0,UEFA Euro,Frankfurt,Germany
2024-07-01,United States,Uruguay,0,1,Copa América,Kansas City,United States
2024-07-01,Bolivia,Panama,1,3,Copa América,Orlando,United States
2024-07-02,Romania,Netherlands,0,3,UEFA Euro,Munich,Germany
2024-07-02,Austria,Turkey,1,2,UEFA Euro,Leipzig,Germany
2024-07-02,Brazil,Colombia,1,1,Copa América,Santa Clara,United States
2024-07-02,Costa Rica,Paraguay,2,1,Copa América,Austin,United States
2024-07-04,Argentina,Ecuador,1,1,Copa América,Houston,United States
2024-07-05,Germany,Spain,1,2,UEFA Euro,Stuttgart,Germany
2024-07-05,Portugal,France,0,0,UEFA Euro,Hamburg,Germany
2024-07-05,Venezuela,Canada,1,1,Copa América,Arlington,United States
2024-07-06,England,Switzerland,1,1,UEFA Euro,Düsseldorf,Germany
2024-07-06,Netherlands,Turkey,2,1,UEFA Euro,Berlin,Germany
2024-07-06,Uruguay,Brazil,0,0,Copa América,Las Vegas,United States
2024-07-06,Colombia,Panama,5,0,Copa América,Glendale,United States
2024-07-09,Spain,France,2,1,UEFA Euro,Munich,Germany
2024-07-09,Argentina,Canada,2,0,Copa América,East Rutherford,United States
2024-07-10,Netherlands,England,1,2,UEFA Euro,Dortmund,Germany
2024-07-10,Uruguay,Colombia,0,1,Copa América,Charlotte,United States
2024-07-13,Canada,Uruguay,2,2,Copa América,Charlotte,United States
2024-07-14,Spain,England,2,1,UEFA Euro,Berlin,Germany
2024-07-14,Argentina,Colombia,1,0,Copa América,Miami Gardens,United States
2024-07-27,Guatemala,El Salvador,0,1,Friendly,Carson,United States
2024-07-27,Jordan,North Korea,0,0,Friendly,Amman,Jordan
2024-08-29,Jordan,North Korea,2,1,Friendly,Amman,Jordan
2024-09-01,Guatemala,Uruguay,1,1,Friendly,Fort Lauderdale,United States
2024-09-02,Fiji,Solomon Islands,1,0,Tri-Nations Series,Suva,Fiji
2024-09-02,Fiji,Hong Kong,1,1,Tri-Nations Series,Suva,Fiji
2024-09-03,India,Mauritius,0,0,Intercontinental Cup,Hyderabad,India
2024-09-04,Gibraltar,Andorra,1,0,Friendly,Gibraltar,Gibraltar
2024-09-04,Lebanon,Tajikistan,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia
2024-09-04,Malaysia,Philippines,2,1,Merdeka Tournament,Kuala Lumpur,Malaysia
2024-09-04,Comoros,Gambia,1,1,African Cup of Nations qualification,El Jadida,Morocco
2024-09-04,Libya,Rwanda,1,1,African Cup of Nations qualification,Tripoli,Libya
2024-09-04,Sudan,Niger,1,0,African Cup of Nations qualification,Juba,South Sudan
2024-09-04,Tanzania,Ethiopia,0,0,African Cup of Nations qualification,Dar es Salaam,Tanzania
2024-09-04,United States Virgin Islands,Bahamas,3,3,CONCACAF Nations League,Saint Croix,United States Virgin Islands
2024-09-04,Turks and Caicos Islands,Anguilla,0,2,CONCACAF Nations League,Providenciales,Turks and Caicos Islands
2024-09-04,Cayman Islands,British Virgin Islands,1,0,CONCACAF Nations League,George Town,Cayman Islands
2024-09-05,Hong Kong,Solomon Islands,3,0,Tri-Nations Series,Suva,Fiji
2024-09-05,Bhutan,Bangladesh,0,1,Friendly,Thimphu,Bhutan
2024-09-05,Vietnam,Russia,0,3,Friendly,Hanoi,Vietnam
2024-09-05,Sri Lanka,Cambodia,0,0,AFC Asian Cup qualification,Colombo,Sri Lanka
2024-09-05,Timor-Leste,Mongolia,4,1,AFC Asian Cup qualification,Gianyar,Indonesia
2024-09-05,Tunisia,Madagascar,1,0,African Cup of Nations qualification,Radès,Tunisia
2024-09-05,Central African Republic,Lesotho,3,1,African Cup of Nations qualification,El Jadida,Morocco
2024-09-05,Algeria,Equatorial Guinea,2,0,African Cup of Nations qualification,Oran,Algeria
2024-09-05,Ghana,Angola,0,1,African Cup of Nations qualification,Kumasi,Ghana
2024-09-05,Guinea-Bissau,Eswatini,1,0,African Cup of Nations qualification,Bissau,Guinea-Bissau
2024-09-05,Congo,South Sudan,1,0,African Cup of Nations qualification,Brazzaville,Congo
2024-09-05,Malawi,Burundi,2,3,African Cup of Nations qualification,Lilongwe,Malawi
2024-09-05,Guyana,Suriname,1,3,CONCACAF Nations League,Leonora,Guyana
2024-09-05,Costa Rica,Guadeloupe,3,0,CONCACAF Nations League,San José,Costa Rica
2024-09-05,Guatemala,Martinique,3,1,CONCACAF Nations League,Guatemala City,Guatemala
2024-09-05,Montserrat,El Salvador,1,4,CONCACAF Nations League,Rincon,Bonaire
2024-09-05,Bonaire,Saint Vincent and the Grenadines,1,1,CONCACAF Nations League,Rincon,Bonaire
2024-09-05,Portugal,Croatia,2,1,UEFA Nations League,Lisbon,Portugal
2024-09-05,Scotland,Poland,2,3,UEFA Nations League,Glasgow,Scotland
2024-09-05,Denmark,Switzerland,2,0,UEFA Nations League,Copenhagen,Denmark
2024-09-05,Serbia,Spain,0,0,UEFA Nations League,Belgrade,Serbia
2024-09-05,Azerbaijan,Sweden,1,3,UEFA Nations League,Baku,Azerbaijan
2024-09-05,Estonia,Slovakia,0,1,UEFA Nations League,Tallinn,Estonia
2024-09-05,Northern Ireland,Luxembourg,2,0,UEFA Nations League,Belfast,Northern Ireland
2024-09-05,Belarus,Bulgaria,0,0,UEFA Nations League,Zalaegerszeg,Hungary
2024-09-05,San Marino,Liechtenstein,1,0,UEFA Nations League,Serravalle,San Marino
2024-09-05,Bolivia,Venezuela,4,0,FIFA World Cup qualification,El Alto,Bolivia
2024-09-05,Argentina,Chile,3,0,FIFA World Cup qualification,Buenos Aires,Argentina
2024-09-05,Qatar,United Arab Emirates,1,3,FIFA World Cup qualification,Al Rayyan,Qatar
2024-09-05,Uzbekistan,North Korea,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan
2024-09-05,Iran,Kyrgyzstan,1,0,FIFA World Cup qualification,Fuladshahr,Iran
2024-09-05,Iraq,Oman,1,0,FIFA World Cup qualification,Basra,Iraq
2024-09-05,South Korea,Palestine,0,0,FIFA World Cup qualification,Seoul,South Korea
2024-09-05,Jordan,Kuwait,1,1,FIFA World Cup qualification,Amman,Jordan
2024-09-05,Japan,China PR,7,0,FIFA World Cup qualification,Saitama,Japan
2024-09-05,Australia,Bahrain,0,1,FIFA World Cup qualification,Robina,Australia
2024-09-05,Saudi Arabia,Indonesia,1,1,FIFA World Cup qualification,Jeddah,Saudi Arabia
2024-09-06,Syria,Mauritius,2,0,Intercontinental Cup,Hyderabad,India
2024-09-06,Brunei,Macau,3,0,AFC Asian Cup qualification,Bandar Seri Begawan,Brunei
2024-09-06,Morocco,Gabon,4,1,African Cup of Nations qualification,Agadir,Morocco
2024-09-06,Egypt,Cape Verde,3,0,African Cup of Nations qualification,Cairo,Egypt
2024-09-06,Togo,Liberia,1,1,African Cup of Nations qualification,Lomé,Togo
2024-09-06,Sierra Leone,Chad,0,0,African Cup of Nations qualification,Monrovia,Liberia
2024-09-06,Ivory Coast,Zambia,2,0,African Cup of Nations qualification,Bouaké,Ivory Coast
2024-09-06,DR Congo,Guinea,1,0,African Cup of Nations qualification,Kinshasa,DR Congo
2024-09-06,Mali,Mozambique,1,1,African Cup of Nations qualification,Bamako,Mali
2024-09-06,Kenya,Zimbabwe,0,0,African Cup of Nations qualification,Kampala,Uganda
2024-09-06,South Africa,Uganda,2,2,African Cup of Nations qualification,Johannesburg,South Africa
2024-09-06,Senegal,Burkina Faso,1,1,African Cup of Nations qualification,Diamniadio,Senegal
2024-09-06,French Guiana,Nicaragua,0,1,CONCACAF Nations League,Cayenne,French Guiana
2024-09-06,Jamaica,Cuba,0,0,CONCACAF Nations League,Kingston,Jamaica
2024-09-06,Honduras,Trinidad and Tobago,4,0,CONCACAF Nations League,Tegucigalpa,Honduras
2024-09-06,Saint Lucia,Curaçao,2,1,CONCACAF Nations League,Saint George's,Grenada
2024-09-06,Grenada,Saint Martin,2,0,CONCACAF Nations League,St George's,Grenada
2024-09-06,Sint Maarten,Aruba,2,0,CONCACAF Nations League,Mayagüez,Puerto Rico
2024-09-06,Puerto Rico,Haiti,1,4,CONCACAF Nations League,Mayagüez,Puerto Rico
2024-09-06,Belgium,Israel,3,1,UEFA Nations League,Debrecen,Hungary
2024-09-06,France,Italy,1,3,UEFA Nations League,Paris,France
2024-09-06,Kazakhstan,Norway,0,0,UEFA Nations League,Almaty,Kazakhstan
2024-09-06,Slovenia,Austria,1,1,UEFA Nations League,Ljubljana,Slovenia
2024-09-06,Iceland,Montenegro,2,0,UEFA Nations League,Reykjavík,Iceland
2024-09-06,Wales,Turkey,0,0,UEFA Nations League,Cardiff,Wales
2024-09-06,Kosovo,Romania,0,3,UEFA Nations League,Pristina,Kosovo
2024-09-06,Lithuania,Cyprus,0,1,UEFA Nations League,Kaunas,Lithuania
2024-09-06,Cook Islands,Tonga,1,3,FIFA World Cup qualification,Apia,Samoa
2024-09-06,Samoa,American Samoa,2,0,FIFA World Cup qualification,Apia,Samoa
2024-09-06,Peru,Colombia,1,1,FIFA World Cup qualification,Lima,Peru
2024-09-06,Uruguay,Paraguay,0,0,FIFA World Cup qualification,Montevideo,Uruguay
2024-09-06,Brazil,Ecuador,1,0,FIFA World Cup qualification,Curitiba,Brazil
2024-09-07,Mexico,New Zealand,3,0,Friendly,Pasadena,United States
2024-09-07,United States,Canada,1,2,Friendly,Kansas City,United States
2024-09-07,Mauritania,Botswana,1,0,African Cup of Nations qualification,Nouakchott,Mauritania
2024-09-07,Nigeria,Benin,3,0,African Cup of Nations qualification,Uyo,Nigeria
2024-09-07,Cameroon,Namibia,1,0,African Cup of Nations qualification,Douala,Cameroon
2024-09-07,Bermuda,Dominican Republic,2,3,CONCACAF Nations League,Piggotts,Antigua and Barbuda
2024-09-07,Antigua and Barbuda,Dominica,1,2,CONCACAF Nations League,Piggotts,Antigua and Barbuda
2024-09-07,Bahamas,Barbados,2,3,CONCACAF Nations League,Saint Croix,United States Virgin Islands
2024-09-07,Turks and Caicos Islands,Belize,0,4,CONCACAF Nations League,Providenciales,Turks and Caicos Islands
2024-09-07,Cayman Islands,Saint Kitts and Nevis,1,4,CONCACAF Nations League,George Town,Cayman Islands
2024-09-07,Germany,Hungary,5,0,UEFA Nations League,Düsseldorf,Germany
2024-09-07,Netherlands,Bosnia and Herzegovina,5,2,UEFA Nations League,Eindhoven,Netherlands
2024-09-07,Georgia,Czech Republic,4,1,UEFA Nations League,Tbilisi,Georgia
2024-09-07,Ukraine,Albania,1,2,UEFA Nations League,Prague,Czech Republic
2024-09-07,Republic of Ireland,England,0,2,UEFA Nations League,Dublin,Republic of Ireland
2024-09-07,Greece,Finland,3,0,UEFA Nations League,Piraeus,Greece
2024-09-07,Faroe Islands,North Macedonia,1,1,UEFA Nations League,Toftir,Faroe Islands
2024-09-07,Armenia,Latvia,4,1,UEFA Nations League,Yerevan,Armenia
2024-09-07,Moldova,Malta,2,0,UEFA Nations League,Chișinău,Moldova
2024-09-08,Bhutan,Bangladesh,1,0,Friendly,Thimphu,Bhutan
2024-09-08,Tajikistan,Philippines,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia
2024-09-08,Malaysia,Lebanon,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia
2024-09-08,Gambia,Tunisia,1,2,African Cup of Nations qualification,El Jadida,Morocco
2024-09-08,Saint Vincent and the Grenadines,Montserrat,2,0,CONCACAF Nations League,Rincon,Bonaire
2024-09-08,Bonaire,El Salvador,1,2,CONCACAF Nations League,Rincon,Bonaire
2024-09-08,Portugal,Scotland,2,1,UEFA Nations League,Lisbon,Portugal
2024-09-08,Croatia,Poland,1,0,UEFA Nations League,Osijek,Croatia
2024-09-08,Denmark,Serbia,2,0,UEFA Nations League,Copenhagen,Denmark
2024-09-08,Switzerland,Spain,1,4,UEFA Nations League,Geneva,Switzerland
2024-09-08,Slovakia,Azerbaijan,2,0,UEFA Nations League,Košice,Slovakia
2024-09-08,Sweden,Estonia,3,0,UEFA Nations League,Stockholm,Sweden
2024-09-08,Luxembourg,Belarus,0,1,UEFA Nations League,Luxembourg,Luxembourg
2024-09-08,Bulgaria,Northern Ireland,1,0,UEFA Nations League,Plovdiv,Bulgaria
